campingsplatzname,left,right,geometry,Bundesland,Regierungsbezirk,Kreis,Typ,stations_id,distance_km
Freizeitpark Am Emsdeich,53.174631,7.418786000000001,POINT (825855.4798242669 7015365.481509353),Niedersachsen,Weser-Ems,Leer,Landkreise,3631,104.79
Großes Meer,53.43082,7.294370000000001,POINT (812005.554057731 7063088.972824559),Niedersachsen,Weser-Ems,Aurich,Landkreise,3631,55.1
Camping and cottage Ottermeer,53.4156928,7.710560999999998,POINT (858335.7242504741 7060263.070562296),Niedersachsen,Weser-Ems,Aurich,Landkreise,3631,83.42
Camping-Tunxdorfer-Berge,53.0829349,7.315167,POINT (814320.6655077586 6998353.390306289),Niedersachsen,Weser-Ems,Emsland,Landkreise,3631,118.9
Campingpark Rabbensee,53.28655,8.0979,POINT (901454.10449485 7036178.810017668),Niedersachsen,Weser-Ems,Ammerland,Landkreise,3631,132.05
Campingplatz Oeltjen,53.2028581,8.0397445,POINT (894980.2638480216 7020609.68508018),Niedersachsen,Weser-Ems,Ammerland,Landkreise,3631,137.26
Campingplatz Nordloh,53.18134999999999,7.774579999999998,POINT (865462.2867315686 7016613.465475767),Niedersachsen,Weser-Ems,Ammerland,Landkreise,3631,121.05
Campingplatz am Flötenteich,53.1679292,8.2350504,POINT (916721.617184944 7014120.886946819),Niedersachsen,Weser-Ems,Oldenburg Städte,Kreisfreie Städte,3631,157.76
Hoepkens Hof und Campingplatz - ganzjährig,53.426453,8.298899000000002,POINT (923829.2108248075 7062273.073191649),Niedersachsen,Weser-Ems,Wesermarsch,Landkreise,3631,138.47
Treff am Deich,53.52105799999999,8.235274999999998,POINT (916746.6195425758 7079967.203586738),Niedersachsen,Weser-Ems,Wesermarsch,Landkreise,3631,125.83
CampingClub Oberhammelwarden,53.2754555,8.4823844,POINT (944254.7121208074 7034113.158931708),Niedersachsen,Weser-Ems,Wesermarsch,Landkreise,3631,169.17
Zeltplatz Harriersand,53.3339813,8.499308800000001,POINT (946138.7277107892 7045015.952257827),Niedersachsen,Luneburg,Osterholz,Landkreise,3631,165.88
Campingplatz Altfunnixsiel,53.65478710000001,7.783562,POINT (866462.158397874 7105046.311696642),Niedersachsen,Weser-Ems,Wittmund,Landkreise,3631,71.14
Ferienhof Eschen - Jan Eschen,53.60293849999999,7.568327499999998,POINT (842502.3634567289 7095313.376141974),Niedersachsen,Weser-Ems,Wittmund,Landkreise,3631,50.7
Juliusplate,53.1967009,8.510874399999997,POINT (947426.2044135074 7019465.468314873),Niedersachsen,Weser-Ems,Wesermarsch,Landkreise,3631,179.38
havenhostel Bremerhaven - Hotel und Tagung,53.5595009,8.56728,POINT (953705.2470833968 7087168.53343854),Niedersachsen,Luneburg,Cuxhaven,Landkreise,1975,159.06
Campingplatz Silbersee im hohen Norden bei Bremerhavenen,53.4928922,8.8083228,POINT (980538.0088387816 7074695.181943627),Niedersachsen,Luneburg,Cuxhaven,Landkreise,1975,134.26
IQBAL-Hütte & IQ Balance,53.3951988,8.708360199999998,POINT (969410.2231084098 7056436.202852175),Niedersachsen,Luneburg,Cuxhaven,Landkreise,1975,149.61
Camping Club Wesermarsch e.V.,53.4701852,8.4822831,POINT (944243.43545639 7070447.477015254),Niedersachsen,Weser-Ems,Wesermarsch,Landkreise,3631,154.9
BfFnL Bremen e.V.,53.2140476,8.658952,POINT (963910.1274433977 7022689.494890548),Niedersachsen,Luneburg,Osterholz,Landkreise,1975,167.78
Campingplatz Nordenham - An der Weser Sascha Schieffer,53.4727559,8.481438699999998,POINT (944149.437278364 7070928.253169472),Niedersachsen,Weser-Ems,Wesermarsch,Landkreise,3631,154.67
IQBAL Unternehmensgruppe GmbH,53.395426,8.709192999999999,POINT (969502.9299803426 7056478.618060849),Niedersachsen,Luneburg,Cuxhaven,Landkreise,1975,149.51
IQBAL Wohnmobilstell- & Campingplatz mit Flair (noch im Aufbau),53.39564060000001,8.709916600000001,POINT (969583.4807638809 7056518.681225581),Niedersachsen,Luneburg,Cuxhaven,Landkreise,1975,149.42
"Campingpark Ferienhaus Hof Freitag Geestequelle, Rademacher C.",53.4760517,8.984927099999998,POINT (1000197.5095866839 7071544.681213583),Niedersachsen,Luneburg,Rotenburg,Landkreise,1975,115.83
Campingplatz Meyer,53.2663616,8.9208631,POINT (993065.937728504 7032420.393254785),Niedersachsen,Luneburg,Osterholz,Landkreise,1975,137.56
Hammehafen Worpswede,53.2281321,8.8883096,POINT (989442.098684965 7025308.175229166),Niedersachsen,Luneburg,Osterholz,Landkreise,1975,144.33
Animal Farm,53.38355,8.863268,POINT (986654.4805243162 7054261.830660638),Niedersachsen,Luneburg,Osterholz,Landkreise,1975,134.01
Campingplatz Wilstedt,53.1878281,9.103842900000002,POINT (1013435.1558899592 7017816.889909108),Niedersachsen,Luneburg,Rotenburg,Landkreise,1975,129.28
Förderverein Silbersee e. V.,53.4927393,8.8097044,POINT (980691.8078472617 7074666.57196613),Niedersachsen,Luneburg,Cuxhaven,Landkreise,1975,134.12
Campingplatz Heidehof,53.13115999999999,9.15858,POINT (1019528.4619894595 7007295.917084956),Niedersachsen,Luneburg,Verden,Landkreise,1975,131.96
Campingpark Stürberg,53.1201124,9.2779456,POINT (1032816.179799693 7005246.441393158),Niedersachsen,Luneburg,Rotenburg,Landkreise,1975,124.58
C. Kruse u. F.,53.1200408,9.278014,POINT (1032823.7940528633 7005233.160365648),Niedersachsen,Luneburg,Rotenburg,Landkreise,1975,124.58
ElbeCamp Camping,53.56384000000001,9.766890000000002,POINT (1087245.221433916 7087981.767785471),Niedersachsen,Luneburg,Stade,Landkreise,1975,28.23
Campingplatz Buchholz Hamburg,53.59007159999999,9.9314444,POINT (1105563.3334497085 7092899.87311928),Hamburg,Hamburg,Hamburg Städte,Kreisfreie Städte,1975,10.67
Mobilheimpark Aukamp,53.2068083,9.5560626,POINT (1063776.022620646 7021343.852891945),Niedersachsen,Luneburg,Rotenburg,Landkreise,1975,93.45
Campingplatz Waidmannsruh,53.18376999999999,9.48708,POINT (1056096.91471505 7017063.003047798),Niedersachsen,Luneburg,Rotenburg,Landkreise,1975,101.18
FERIENZENTRUM HEIDENAU,53.30854009999999,9.620458099999995,POINT (1070944.4968900236 7040274.665271837),Niedersachsen,Luneburg,Harburg,Landkreise,1975,73.63
Campingplatz alte Löweninsel,53.201977,9.548277,POINT (1062909.333593126 7020445.936713483),Niedersachsen,Luneburg,Rotenburg,Landkreise,1975,94.67
Campingplatz Sauensiek,53.38124,9.593810999999995,POINT (1067978.1552869063 7053830.715321239),Niedersachsen,Luneburg,Stade,Landkreise,1975,64.84
Campingplatz Neßhof,53.54238340000001,9.6131773,POINT (1070134.0019414565 7083961.1840293305),Niedersachsen,Luneburg,Stade,Landkreise,1975,45.44
Campingplatz Heinbockel,53.5795101,9.3299201,POINT (1038601.9546739282 7090919.353587113),Niedersachsen,Luneburg,Stade,Landkreise,1975,74.27
Wildpark Schwarze Berge,53.4422273,9.8856241,POINT (1100462.640985713 7065220.628261332),Niedersachsen,Luneburg,Harburg,Landkreise,1975,37.93
KNAUS Campingpark Hamburg,53.65023999999999,9.928389999999998,POINT (1105223.3191970293 7104192.258805515),Hamburg,Hamburg,Hamburg Städte,Kreisfreie Städte,1975,7.49
Campingplatz Großensee,53.6121259,10.3441923,POINT (1151510.2195037014 7097037.148545897),Schleswig-Holstein,Schleswig-Holstein,Stormarn,Landkreise,1975,39.6
Camping Land an der Elbe bei Hamburg am Stover Strand,53.4282234,10.3011134,POINT (1146714.698291767 7062603.832200571),Niedersachsen,Luneburg,Harburg,Landkreise,1975,51.9
Camping Stover beach International Hamburg,53.4237097,10.2956862,POINT (1146110.5451513338 7061760.577134515),Niedersachsen,Luneburg,Harburg,Landkreise,1975,52.13
Camping Lanzer See,53.4095972,10.5961741,POINT (1179560.7051688738 7059124.639676579),Schleswig-Holstein,Schleswig-Holstein,Lauenburg,Landkreise,1975,79.53
PIERDREI Hotel HafenCity Hamburg,53.5433909,9.9959627,POINT (1112745.4777525559 7084149.925933269),Hamburg,Hamburg,Hamburg Städte,Kreisfreie Städte,1975,17.17
MS Wohnmobilvermietung Hamburg,53.630064,9.9229552,POINT (1104618.3200284662 7100403.839548307),Hamburg,Hamburg,Hamburg Städte,Kreisfreie Städte,1975,7.57
Campingplatz Forellensee,53.4619278,10.6294986,POINT (1183270.3715398144 7068903.362697634),Schleswig-Holstein,Schleswig-Holstein,Lauenburg,Landkreise,1975,78.17
Heidehof Radenbeck,53.2210246,10.6246658,POINT (1182732.3867047087 7023986.595728402),Niedersachsen,Luneburg,Lüneburg,Landkreise,1975,104.7
Böther campsite Elbstrand (Only years places),53.3659,10.54714,POINT (1174102.2541253674 7050968.404035905),Niedersachsen,Luneburg,Lüneburg,Landkreise,1975,79.83
"Campingplatz Badeinsel am Prüß-See ""Blaue Lagune""",53.526954,10.684643,POINT (1189409.0180679148 7081071.249425645),Schleswig-Holstein,Schleswig-Holstein,Lauenburg,Landkreise,1975,79.88
Campingplatz Flecken Artlenburg,53.3769222,10.4844079,POINT (1167118.9486969747 7053024.9469442405),Niedersachsen,Luneburg,Lüneburg,Landkreise,1975,73.17
Campingplatz Bullerby und Wohnmobilplatz,53.3470854,10.5733224,POINT (1177016.8655611132 7047459.169281175),Niedersachsen,Luneburg,Lüneburg,Landkreise,1975,84.31
KNAUS Campingpark Bleckede,53.25967000000001,10.80515,POINT (1202823.7959449398 7031175.028772208),Niedersachsen,Luneburg,Lüneburg,Landkreise,1975,114.64
Great Lake Lodge,53.6120921,10.3449023,POINT (1151589.2563421645 7097030.806183285),Schleswig-Holstein,Schleswig-Holstein,Stormarn,Landkreise,1975,39.68
Lindenspeicher,53.4359084,10.9351526,POINT (1217295.6191787415 7064039.759522019),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ludwigslust,Landkreise,1975,111.57
Campingplatz Groß Zecher am Schaalsee,53.5969462,10.909558,POINT (1214446.441339684 7094189.281694036),Schleswig-Holstein,Schleswig-Holstein,Lauenburg,Landkreise,1975,102.56
Wasserwanderplatz u. Wohnmobilstellplatz,53.2631209,11.5425794,POINT (1284914.061248929 7031817.246695454),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ludwigslust,Landkreise,1975,186.23
Barracuda Beach Camping,53.392518,11.5815653,POINT (1289253.9517850466 7055935.750357005),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ludwigslust,Landkreise,1975,182.84
"Caravan Stellplatz & Hof-Café ""Am Wäldchen""",53.59267,11.69172,POINT (1301516.3168975324 7093387.207611754),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Parchim,Landkreise,1975,189.54
Ferienpark Seehof,53.6985498,11.44068,POINT (1273570.671928789 7113270.695044402),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordwestmecklenburg,Landkreise,1975,161.88
Sielaff & Sielaff GbR,53.19606,11.34047,POINT (1262415.345756395 7019346.376783646),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ludwigslust,Landkreise,1975,171.17
Feriendorf Muess,53.59980339999999,11.4778854,POINT (1277712.3581115492 7094725.243423726),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Schwerin Städte,Kreisfreie Städte,1975,165.71
"Herberge und Gaststätte ""Zur Ziegelscheune""",53.3006566,11.5647126,POINT (1287377.917802555 7038806.049504919),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ludwigslust,Landkreise,1975,186.05
"Campingplatz ""Süduferperle""",53.6037427,11.4981288,POINT (1279965.8430914737 7095464.2480082465),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Schwerin Städte,Kreisfreie Städte,1975,167.93
"Camping ""Sietower Bay""",53.4325465,12.5811189,POINT (1400523.7495576302 7063411.563090355),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise,1757,155.12
Campingplatz am Goldberger See / Bistro / Ferienwohnung,53.605603,12.105384,POINT (1347565.1827370413 7095813.2604256915),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Parchim,Landkreise,1757,171.85
Wald- und Seeblick Camp GmbH,53.4422202,12.3137085,POINT (1370755.7599968044 7065219.301322973),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise,1757,173.1
Campingoase Waldsee,53.5902347,12.2129185,POINT (1359535.8685197507 7092930.461929829),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Parchim,Landkreise,1757,163.57
Campsite Klein Pritz,53.64061379999999,11.9467772,POINT (1329909.1545246907 7102384.534674595),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Parchim,Landkreise,1757,183.8
Waldhof Bruchmühle Familie Schwahn,53.440504,12.391167,POINT (1379378.4007744153 7064898.562530195),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise,1757,167.39
Naturcamping Zwei Seen,53.44580389999999,12.3107319,POINT (1370424.4064005094 7065889.096980988),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Parchim,Landkreise,1757,172.86
Camping am Garder See GmbH,53.692114,12.061089,POINT (1342634.2858923534 7112060.670409734),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Güstrow,Landkreise,1757,168.05
"Campingplatz ""Pappelbucht""",53.3940018,12.6241084,POINT (1405309.3188070876 7056212.742661606),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise,1757,158.3
Camping am See,53.52298469999999,12.3184069,POINT (1371278.7834923475 7080327.967741555),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise,1757,162.3
Marina Wesenberg,53.2770315,12.9861564,POINT (1445612.3178098109 7034406.556885917),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise,433,156.31
Pension Müritzwiese,53.4207969,12.5922571,POINT (1401763.6483099838 7061216.45173114),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise,1757,156.17
Camping Leppinsee - Haveltourist,53.3469174,12.8255447,POINT (1427733.1051503688 7047427.841473486),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise,1757,155.11
Camping Labussee,53.2000593,12.8935183,POINT (1435299.8916897543 7020089.552659317),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise,433,146.37
Campingplatz Am Glambecksee,53.2522909,12.6262556,POINT (1405548.344017719 7029801.940489909),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise,433,168.51
Müritzsee - Buchholz bei Röbel,53.2764,12.64919,POINT (1408101.3897473682 7034288.991622506),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise,433,171.11
Gaarzer Mühle,53.3198099,12.6981756,POINT (1413554.4417955712 7042374.585248033),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise,1757,165.96
Campingplatz Hirschberg,53.42767339999999,12.6136391,POINT (1404143.8816621255 7062501.075723915),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise,1757,153.75
Nature and Beach Camping Jabeler See,53.5204823,12.516918,POINT (1393376.9380611603 7079859.410059035),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise,1757,146.91
"Camping ""Bolter Ufer"" C 15",53.37531059999999,12.7683724,POINT (1421368.7138268885 7052724.218351812),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise,1757,153.16
"Campingplatz ""Boek"" C16",53.39575199999999,12.7875576,POINT (1423504.4005216553 7056539.478306864),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise,1757,148.78
Naturcampingplatz 'on Mössensee',53.2235561,12.8378332,POINT (1429101.0547129817 7024457.281590375),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise,433,152.85
Nature camping at Ellbogensee,53.1928974,13.0370818,POINT (1451281.3074062543 7018758.7310211845),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise,433,139.69
Wohnmobilpark “Am Großen Priepertsee”,53.2201424,13.0417931,POINT (1451805.7669232287 7023822.573401973),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise,433,144.39
Camping & Pension Havelperle (Inh. Waldlife Kontaktwerk24 UG),53.21544809999999,13.0345711,POINT (1451001.81756072 7022949.846256815),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise,433,143.78
Kanuverleih Kanufarm,53.24256099999999,12.952948,POINT (1441915.5756317512 7027991.781991493),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise,433,151.38
Campingpark am Weißensee - Haveltourist,53.2840923,12.9492602,POINT (1441505.0516136037 7035721.172116333),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise,433,158.82
Kanuverleih und Imbiss am Tietzowsee,53.16272499999999,12.870043,POINT (1432686.633247535 7013154.546480321),Brandenburg,Brandenburg,Ostprignitz-Ruppin,Landkreise,433,141.08
Wohnmobilstellplatz Wesenberg,53.27668,12.98681,POINT (1445685.0762289932 7034341.118524174),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise,433,156.23
Camping-und Ferienpark Havelberge- Haveltourist,53.30874900000001,13.002705,POINT (1447454.4995351522 7040313.584902421),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise,1757,154.79
Camping sun and nature lovers e.V.,53.21988750000001,12.8382369,POINT (1429145.994391415 7023775.1819533),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise,433,152.21
Feriendorf Drewensee,53.26033,13.03486,POINT (1451033.97776161 7031297.851803689),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise,433,151.79
Camping Am Dreetzsee,53.2830855,13.4296858,POINT (1494985.7847696568 7035533.707754828),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise,433,150.46
"Camping ""Am Bauernhof""",53.3452031,13.4567643,POINT (1498000.1496011023 7047108.174359125),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise,1757,141.47
Wurlsee Camping Lychen,53.220489,13.3047887,POINT (1481082.3031961003 7023887.014325668),Brandenburg,Brandenburg,Uckermark,Landkreise,433,139.2
Gittis Kinder- und Familiencamp,53.2147491,13.5190442,POINT (1504933.1163557584 7022819.901883359),Brandenburg,Brandenburg,Uckermark,Landkreise,433,138.32
Campingverein Havelblick e.V.,53.1570708,13.2190727,POINT (1471540.441723264 7012104.780681591),Brandenburg,Brandenburg,Oberhavel,Landkreise,433,128.62
Nature Camping Drewensee e.V.,53.2624135,13.0919072,POINT (1457384.443016792 7031685.594218997),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise,433,150.59
Camping Drewensee - Haveltourist,53.26285550000001,13.0511194,POINT (1452843.9658902138 7031767.853498088),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise,433,151.77
Campingplatz Waldblick,53.4500374,14.220894,POINT (1583062.6787051193 7066680.413450502),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Uecker-Randow,Landkreise,1757,151.88
Campingplatz Star Camp Cosa,53.6091011,13.6017056,POINT (1514134.9413120176 7096469.583487437),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise,1757,94.54
Ferienparadies am Werbellinsee,52.9501619,13.7174473,POINT (1527019.2484195654 6973784.536179341),Brandenburg,Brandenburg,Barnim,Landkreise,433,95.37
Camping am Oberuckersee GmbH,53.177511,13.873758,POINT (1544419.6759491055 7015900.387447238),Brandenburg,Brandenburg,Uckermark,Landkreise,433,140.94
"Randow-Floss-Camp, Imbiss, Ferienhäuser & Camping Eggesin",53.68120999999999,14.07015,POINT (1566281.933384978 7110010.980871076),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Uecker-Randow,Landkreise,1757,107.83
Waldsiedlung am Waschsee,53.26455,13.38736,POINT (1490274.0982662388 7032083.21963021),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise,433,146.98
Hohenholz Wohnmobilstellplatz,53.34953829999999,14.311111,POINT (1593105.5892060162 7047916.587981036),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Uecker-Randow,Landkreise,1757,172.95
Hühner Park,53.3002996,14.2296818,POINT (1584040.9321263125 7038739.550457281),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Uecker-Randow,Landkreise,1757,175.59
Camping Brüssow,53.40380930000001,14.1176962,POINT (1571574.752158133 7058043.826667119),Brandenburg,Brandenburg,Uckermark,Landkreise,1757,152.62
Campingplatz Klaas Aggen,53.60277000000001,6.727360000000001,POINT (748886.289583037 7095281.7650791295),Niedersachsen,Weser-Ems,Aurich,Landkreise,3631,51.54
Insel-Camping-Borkum,53.5936017,6.6759881,POINT (743167.5958339539 7093561.95688576),Niedersachsen,Weser-Ems,Aurich,Landkreise,3631,57.48
Familienferienstätte Blinkfüer,53.58862999999999,6.66311,POINT (741734.0122995691 7092629.511426878),Niedersachsen,Weser-Ems,Aurich,Landkreise,3631,59.16
Camping am Deich Nordsee,53.4210159,7.014980599999999,POINT (780904.0683166926 7061257.36071509),Niedersachsen,Weser-Ems,Aurich,Landkreise,3631,56.69
Wohnmobilstellplatz Old School,53.5839115,7.108281599999999,POINT (791290.2881271958 7091744.655242701),Niedersachsen,Weser-Ems,Aurich,Landkreise,3631,24.6
Grashaus und Meer — Ferienwohnungen & Pop-Up Camping,53.5606604,7.1333125,POINT (794076.7151692932 7087385.838821565),Niedersachsen,Weser-Ems,Aurich,Landkreise,3631,28.55
Wohnmobilstellplatz Greetsiel,53.49841839999999,7.1052398,POINT (790951.676500101 7075729.289499058),Niedersachsen,Weser-Ems,Aurich,Landkreise,3631,40.46
Camper Welcome,53.4829961,7.089721900000001,POINT (789224.23177392 7072843.67978271),Niedersachsen,Weser-Ems,Aurich,Landkreise,3631,43.57
Wohnmobilstellplatz Ostarle,53.6092731,7.3974671,POINT (823482.2707319942 7096501.855998834),Niedersachsen,Weser-Ems,Aurich,Landkreise,3631,33.49
Reisemobilstellplatz am Berumerfehner Wald,53.5603521,7.346792799999999,POINT (817841.2334596885 7087328.0588098345),Niedersachsen,Weser-Ems,Aurich,Landkreise,3631,35.84
Camping Ralf Boyungs,53.698668,7.805210999999999,POINT (868872.1140540575 7113292.920105263),Niedersachsen,Weser-Ems,Wittmund,Landkreise,3631,72.77
Schillig Campingplatz,53.6989426,8.024548900000001,POINT (893288.6973937238 7113344.553186404),Niedersachsen,Weser-Ems,Friesland,Landkreise,3631,97.18
Campingplatz Großes Meer,53.4446057,7.3085643,POINT (813585.6563058979 7065665.146402024),Niedersachsen,Weser-Ems,Aurich,Landkreise,3631,53.13
Campingfreunde Löwenzahn,53.59198,7.440496,POINT (828272.2259693888 7093257.793975189),Niedersachsen,Weser-Ems,Wittmund,Landkreise,3631,39.28
KNAUS Campingpark Dorum,53.7393735,8.5166186,POINT (948065.6458325224 7120950.460767932),Niedersachsen,Luneburg,Cuxhaven,Landkreise,3631,152.01
Camping und Freizeit GmbH Wurster Nordseeküste,53.7650717,8.535336400000002,POINT (950149.301797293 7125788.639911479),Niedersachsen,Luneburg,Cuxhaven,Landkreise,3631,154.32
KNAUS Campingpark Eckwarderhörne,53.5223747,8.234718899999999,POINT (916684.7147737457 7080213.746765548),Niedersachsen,Weser-Ems,Wesermarsch,Landkreise,3631,125.7
Campingplatz See Achtern Diek,53.8250587,8.8762293,POINT (988097.3258403352 7137093.878564644),Niedersachsen,Luneburg,Cuxhaven,Landkreise,1975,129.1
Camping Nordsee,54.137761,8.843963,POINT (984505.4577545522 7196289.870010945),Schleswig-Holstein,Schleswig-Holstein,Dithmarschen,Landkreise,1975,159.1
Wohnmobilstellplatz Büsum,54.12940400000001,8.870085999999997,POINT (987413.4568125444 7194702.054674961),Schleswig-Holstein,Schleswig-Holstein,Dithmarschen,Landkreise,1975,155.82
Camping Beckmann GmbH,53.7533165,8.6381266,POINT (961591.8545198315 7123575.130703083),Niedersachsen,Luneburg,Cuxhaven,Landkreise,1975,152.18
"Familien Camping Kransburger See, Brandt Camping GmbH",53.71200629999999,8.631994599999997,POINT (960909.2434022868 7115801.312066295),Niedersachsen,Luneburg,Cuxhaven,Landkreise,1975,151.92
Camping at the lighthouse,53.758685,9.3755563,POINT (1043682.153219668 7124585.944693501),Niedersachsen,Luneburg,Stade,Landkreise,1975,72.31
KNAUS Campingpark Wingst,53.75247049999999,9.0834706,POINT (1011167.3218276713 7123415.852435904),Niedersachsen,Luneburg,Cuxhaven,Landkreise,1975,103.36
Ferienanlage Achtern Diek,54.09574019999999,9.0092026,POINT (1002899.8458854364 7188309.233355043),Schleswig-Holstein,Schleswig-Holstein,Dithmarschen,Landkreise,1975,139.65
Wohnmobilstellplatz,53.9241985,9.3731383,POINT (1043412.98269093 7155813.4478139775),Schleswig-Holstein,Schleswig-Holstein,Steinburg,Landkreise,1975,87.72
Bootsmann - Lokal Camping Lodge,54.21517,9.53204,POINT (1061101.8390211156 7211012.6950068595),Schleswig-Holstein,Schleswig-Holstein,Rendsburg-Eckernförde,Landkreise,1975,121.0
Elbdeich-Camping Kollmar,53.7236118,9.5021439,POINT (1057773.8203924107 7117984.481904585),Schleswig-Holstein,Schleswig-Holstein,Steinburg,Landkreise,1975,56.86
Johann Drathen,53.72406,9.50346,POINT (1057920.3279742436 7118068.807176904),Schleswig-Holstein,Schleswig-Holstein,Steinburg,Landkreise,1975,56.75
Fährhaus Hodorf,53.8959406,9.4334041,POINT (1050121.7408591793 7150473.269596411),Schleswig-Holstein,Schleswig-Holstein,Steinburg,Landkreise,1975,79.14
Campingplatz Klein-Westerland,54.03012709999999,9.2980317,POINT (1035052.1542237157 7175864.072051746),Schleswig-Holstein,Schleswig-Holstein,Dithmarschen,Landkreise,1975,107.24
Campingplatz Vogelzunge,53.8996343,9.825696999999998,POINT (1093791.5867289954 7151171.099827814),Schleswig-Holstein,Schleswig-Holstein,Segeberg,Landkreise,1975,53.13
Campingplatz Roland,53.9285947,9.8899573,POINT (1100945.0106032188 7156644.566630963),Schleswig-Holstein,Schleswig-Holstein,Segeberg,Landkreise,1975,56.46
Pitch Aunt Henni,53.6912368,9.9269561,POINT (1105063.698179181 7111895.758290335),Schleswig-Holstein,Schleswig-Holstein,Pinneberg,Landkreise,1975,12.74
FKK - Sportgemeinschaft Hamburg e.V.,53.70992469999999,10.1730888,POINT (1132463.0650107546 7115409.795368868),Schleswig-Holstein,Schleswig-Holstein,Stormarn,Landkreise,1975,24.74
Campingplatz Itzstedt,53.812857,10.1653636,POINT (1131603.0996804782 7134793.017715999),Schleswig-Holstein,Schleswig-Holstein,Segeberg,Landkreise,1975,38.73
Camping Bredenbeker pond,53.68084069999999,10.1909611,POINT (1134452.600346059 7109941.57065162),Schleswig-Holstein,Schleswig-Holstein,Stormarn,Landkreise,1975,23.93
Wibo Zeltlager,53.9171041,10.233152,POINT (1139149.269850169 7154472.408302441),Schleswig-Holstein,Schleswig-Holstein,Segeberg,Landkreise,1975,59.64
Familien Campingplatz Forellensee,54.0463464,9.9239227,POINT (1104726.0216358085 7178938.6381617505),Schleswig-Holstein,Schleswig-Holstein,Rendsburg-Eckernförde,Landkreise,1975,77.99
